district_,mandal,gp,female,male,transgender
NALGONDA,NARAYANAPUR,NARAYANAPUR,1528,840,8.0
NALGONDA,NARAYANAPUR,PUTTAPAKA,892,530,2.0
NALGONDA,NARAYANAPUR,RACHAKONDA,362,261,
NALGONDA,NARAYANAPUR,SARVAIL,1660,972,4.0
NALGONDA,NARAYANAPUR,VAILA PALLE,1245,863,2.0
NALGONDA,NARKETPALLE,AKKENE PALLE,636,377,3.0
NALGONDA,NARKETPALLE,AKKENEPALLIVARILINGOTAM,368,233,1.0
NALGONDA,NARKETPALLE,AMMANABOLE,845,513,2.0
NALGONDA,NARKETPALLE,AURAVANI,420,255,1.0
NALGONDA,NARKETPALLE,BENDALAPAHAD,201,132,
NALGONDA,NARKETPALLE,BRAHMANVELLEMLA,679,333,1.0
NALGONDA,NARKETPALLE,CHERUGHAT,348,175,2.0
NALGONDA,NARKETPALLE,CHINNATHUMMALAGUDEM,461,274,1.0
NALGONDA,NARKETPALLE,CHINNNANARYANPUR,423,221,1.0
NALGONDA,NARKETPALLE,CHOUDAM PALLE,175,101,1.0
NALGONDA,NARKETPALLE,MADHAYEDAVALLY,484,322,3.0
NALGONDA,NARKETPALLE,MANDRA,430,238,
NALGONDA,NARKETPALLE,NAKKALA PALLE,403,263,3.0
NALGONDA,NARKETPALLE,NARKETPALLY,1446,670,2.0
NALGONDA,NARKETPALLE,NEMMANI,445,230,1.0
NALGONDA,NARKETPALLE,PALLEPAHAD,251,123,
NALGONDA,NARKETPALLE,SHA PALLE,295,200,
NALGONDA,NARKETPALLE,THONDALVAI,648,409,4.0
NALGONDA,NARKETPALLE,YELLAREDDY GUDA,856,460,1.0
NALGONDA,NEREDCHERLA,ALANGA PURAM,242,142,
NALGONDA,NEREDCHERLA,BETTE THANDA,466,255,2.0
NALGONDA,NEREDCHERLA,BODALA DINNA,119,61,
NALGONDA,NEREDCHERLA,BOTHALAPALEM,490,302,1.0
NALGONDA,NEREDCHERLA,CHILLEPALLI,414,226,3.0
NALGONDA,NEREDCHERLA,DACHARAM,410,272,
NALGONDA,NEREDCHERLA,DIRSENCHERLA,1209,677,6.0
NALGONDA,NEREDCHERLA,FATHEPURAM,499,286,1.0
NALGONDA,NEREDCHERLA,GUDUGUNTLA PALEM,413,241,
NALGONDA,NEREDCHERLA,GUNDLA PAHAD,751,476,1.0
NALGONDA,NEREDCHERLA,JANAPAHAD,981,638,4.0
NALGONDA,NEREDCHERLA,KALLUR,416,236,2.0
NALGONDA,NEREDCHERLA,KANDULAVARIGUDEM,200,101,
NALGONDA,NEREDCHERLA,KOMATIKUNTA,291,150,
NALGONDA,NEREDCHERLA,MEDARAM,483,327,2.0
NALGONDA,NEREDCHERLA,MUKUNDAPURAM,298,200,2.0
NALGONDA,NEREDCHERLA,MUSIVODDU SINGARAM,243,144,
NALGONDA,NEREDCHERLA,NAGIREDDYGUDEM,307,150,2.0
NALGONDA,NEREDCHERLA,NEREDCHERLA,1414,757,6.0
NALGONDA,NEREDCHERLA,PALAKEEDU,273,127,
NALGONDA,NEREDCHERLA,PENCHIKAL DINNE,412,209,2.0
NALGONDA,NEREDCHERLA,RAMPURAM,385,232,5.0
NALGONDA,NEREDCHERLA,RAVIPAHAD,337,180,
NALGONDA,NEREDCHERLA,SAJJAPURAM,237,146,1.0
NALGONDA,NEREDCHERLA,SOMAVARAM,776,466,5.0
NALGONDA,NEREDCHERLA,SUNYA PAHAD,428,263,
NALGONDA,NEREDCHERLA,YELLA PURAM,279,201,2.0
NALGONDA,NIDAMANUR,BANKAPUR,221,126,1.0
NALGONDA,NIDAMANUR,BOKKAMANTHULA PAHAD,341,209,
NALGONDA,NIDAMANUR,DHARMAPUR,572,405,
NALGONDA,NIDAMANUR,GUNTIPALLY,327,206,1.0
NALGONDA,NIDAMANUR,KANNEKAL,678,475,2.0
NALGONDA,NIDAMANUR,MARPAKA,616,427,3.0
NALGONDA,NIDAMANUR,MEGYATHANDA,679,434,2.0
NALGONDA,NIDAMANUR,MUKUNDAPURAM,458,254,1.0
NALGONDA,NIDAMANUR,MUPPARAM,783,516,2.0
NALGONDA,NIDAMANUR,NANDIKONDAVARIGUDA,231,131,2.0
NALGONDA,NIDAMANUR,NARAMMAGUDEM,315,178,
NALGONDA,NIDAMANUR,NEHATAPUR,349,216,2.0
NALGONDA,NIDAMANUR,NIDAMANUR,1124,613,1.0
NALGONDA,NIDAMANUR,RAJANNAGUDA,434,246,1.0
NALGONDA,NIDAMANUR,REGULAGADDA,318,190,
NALGONDA,NIDAMANUR,SAKHAPUR,271,173,
NALGONDA,NIDAMANUR,SUREPALLY,277,164,1.0
NALGONDA,NIDAMANUR,TUMMADAM,1180,686,5.0
NALGONDA,NIDAMANUR,VALLABHAPURAM,305,176,
NALGONDA,NIDAMANUR,VEMPAHAD,248,179,
NALGONDA,NIDAMANUR,VENGANNA GUDEM,174,82,
NALGONDA,NIDAMANUR,VENIGANDLA,215,122,
NALGONDA,NIDAMANUR,VUTKUR,467,264,
NALGONDA,NIDAMANUR,YERRABALLI,621,377,4.0
NALGONDA,NUTHANKAL,BHIKUMALLA,322,227,
NALGONDA,NUTHANKAL,CHANDU PATLA,476,284,3.0
NALGONDA,NUTHANKAL,CHILPA KUNTA,798,540,3.0
NALGONDA,NUTHANKAL,CHINNA NEMILA,572,349,
NALGONDA,NUTHANKAL,DIRISANA PALLE,244,170,3.0
NALGONDA,NUTHANKAL,GANJIVARI KOTHAPALLE,317,204,3.0
NALGONDA,NUTHANKAL,GORENTLA,976,648,5.0
NALGONDA,NUTHANKAL,LINGAM PALLE,527,347,
NALGONDA,NUTHANKAL,MACHAN PALLE,510,386,1.0
NALGONDA,NUTHANKAL,MADDIRALA,1086,660,9.0
NALGONDA,NUTHANKAL,MAMINDLA MADAVA,427,269,
NALGONDA,NUTHANKAL,MIRYALA,1069,722,5.0
NALGONDA,NUTHANKAL,MUKUNDAPURAM,637,397,
NALGONDA,NUTHANKAL,NUTHANKAL,1149,702,2.0
NALGONDA,NUTHANKAL,PEDANEMILA,524,298,1.0
NALGONDA,NUTHANKAL,POLUMALLA,839,548,1.0
NALGONDA,NUTHANKAL,SOMLA THANDA,747,518,3.0
NALGONDA,NUTHANKAL,TALLA SINGARAM,719,442,3.0
NALGONDA,NUTHANKAL,VENKEPALLY,399,220,1.0
NALGONDA,NUTHANKAL,YADAVALLI,560,350,
NALGONDA,NUTHANKAL,YERRA PAHAD,759,499,
NALGONDA,PEDDA ADISERLA PALLE,ANGADIPETA X ROAD,979,632,1.0
NALGONDA,PEDDA ADISERLA PALLE,AZMAPUR,824,500,
NALGONDA,PEDDA ADISERLA PALLE,BHEEMANA PALLI,674,415,3.0
NALGONDA,PEDDA ADISERLA PALLE,CHILAKA MARRY,331,210,
NALGONDA,PEDDA ADISERLA PALLE,DUGYALA,473,307,2.0
NALGONDA,PEDDA ADISERLA PALLE,GHANPUR,588,345,2.0
NALGONDA,PEDDA ADISERLA PALLE,GUDIPALLI,832,459,2.0
NALGONDA,PEDDA ADISERLA PALLE,KESHAMNENI PALLI,409,278,3.0
NALGONDA,PEDDA ADISERLA PALLE,MALLAPURAM,555,365,2.0
NALGONDA,PEDDA ADISERLA PALLE,MEDARAM,673,428,
NALGONDA,PEDDA ADISERLA PALLE,NAMBAPURAM,765,583,1.0
NALGONDA,PEDDA ADISERLA PALLE,PEDDA ADISERLA PALLI,1128,742,6.0
NALGONDA,PEDDA ADISERLA PALLE,PERVAL,940,713,3.0
NALGONDA,PEDDA ADISERLA PALLE,POLKAMPALLI,697,486,3.0
NALGONDA,PEDDA ADISERLA PALLE,RAMPURAM,429,309,1.0
NALGONDA,PEDDA ADISERLA PALLE,TIRUMALAGIRI(P.DUGYAL),444,293,1.0
NALGONDA,PEDDA ADISERLA PALLE,VADDIPATLA,1484,1075,2.0
NALGONDA,PEDDAVOORA,CHALA KURTHY,3362,1715,6.0
NALGONDA,PEDDAVOORA,CHINTALA PALEM,1892,1436,4.0
NALGONDA,PEDDAVOORA,KOTHALUR,354,227,
NALGONDA,PEDDAVOORA,NELLIKAL,1510,1077,2.0
NALGONDA,PEDDAVOORA,PARVEDULA,1011,654,3.0
NALGONDA,PEDDAVOORA,PEDDAVURA,1233,711,4.0
NALGONDA,PEDDAVOORA,PINNAVURA,104,63,
NALGONDA,PEDDAVOORA,POTHNUR,526,344,1.0
NALGONDA,PEDDAVOORA,PULICHERLA,1093,772,4.0
NALGONDA,PEDDAVOORA,SIRASANA GANDLA,617,425,
NALGONDA,PEDDAVOORA,TEPPALA MADUGU,375,259,1.0
NALGONDA,PEDDAVOORA,THUNGATHURTHY,1367,801,1.0
NALGONDA,PEDDAVOORA,THUNIKI NUTHULA,720,561,3.0
NALGONDA,PEDDAVOORA,VELMAGUDA,962,614,1.0
NALGONDA,PEDDAVOORA,VUTLAPALLI,649,385,2.0
NALGONDA,PENPAHAD,ANAJIPURAM,496,316,1.0
NALGONDA,PENPAHAD,ANATHARAM,659,384,2.0
NALGONDA,PENPAHAD,BHAKHTHALAPURAM,398,242,1.0
NALGONDA,PENPAHAD,CHEEDELLA,986,650,
NALGONDA,PENPAHAD,DHARMAPURAM,545,417,2.0
NALGONDA,PENPAHAD,DOSAPAHAD,494,277,
NALGONDA,PENPAHAD,DUPAHAD,576,361,1.0
NALGONDA,PENPAHAD,GAJULAMALKAPURAM,714,475,1.0
NALGONDA,PENPAHAD,LINGALA,436,274,2.0
NALGONDA,PENPAHAD,MACHARAM,581,375,2.0
NALGONDA,PENPAHAD,MOHAMMADAPURAM,326,203,1.0
NALGONDA,PENPAHAD,MUKUNDAPURAM,441,307,2.0
NALGONDA,PENPAHAD,N.ANNARAM,693,423,
NALGONDA,PENPAHAD,NARAYANGUDEM,380,242,
NALGONDA,PENPAHAD,PENPAHAD,596,321,3.0
NALGONDA,PENPAHAD,POTLA PAHAD,389,214,
NALGONDA,PENPAHAD,SINGAREDDY PALEM,471,327,
NALGONDA,POCHAMPALLE,BHEEMAN PALLE,297,173,1.0
NALGONDA,POCHAMPALLE,DANTHUR,251,181,2.0
NALGONDA,POCHAMPALLE,DESHMUKHI,270,166,2.0
NALGONDA,POCHAMPALLE,DOTHIGUDA,332,198,2.0
NALGONDA,POCHAMPALLE,GOUSE KONDA,340,218,1.0
NALGONDA,POCHAMPALLE,INDRIYALA,561,378,4.0
NALGONDA,POCHAMPALLE,JAGATTH PALLE,161,105,
NALGONDA,POCHAMPALLE,JALAL PUR,235,138,
NALGONDA,POCHAMPALLE,JIBLAK PALLE,405,234,
NALGONDA,POCHAMPALLE,JULUR,874,524,
NALGONDA,POCHAMPALLE,KANUMUKLA,229,131,
NALGONDA,POCHAMPALLE,KHAPRAI PALLE,349,237,
NALGONDA,POCHAMPALLE,MEHAR NAGAR,147,85,
NALGONDA,POCHAMPALLE,MUKTHAPUR,466,298,
NALGONDA,POCHAMPALLE,PEDDA RAVULA PALLE,417,259,1.0
NALGONDA,POCHAMPALLE,PEDDAGUDEM,377,206,1.0
NALGONDA,POCHAMPALLE,PILLAI PALLE,522,308,2.0
NALGONDA,POCHAMPALLE,POCHAMPALLY,2274,1218,12.0
NALGONDA,POCHAMPALLE,REVAN PALLY,362,223,
NALGONDA,POCHAMPALLE,SHIVAREDIGUDEM,342,187,1.0
NALGONDA,POCHAMPALLE,VANKA MAMIDI,436,235,1.0
NALGONDA,RAJAPET,BASANTHAPUR,88,41,
NALGONDA,RAJAPET,BEGUMPET,604,358,
NALGONDA,RAJAPET,BHURUGU PALLE,116,51,
NALGONDA,RAJAPET,BONDUGULA,840,506,2.0
NALGONDA,RAJAPET,CHALLUR,558,327,
NALGONDA,RAJAPET,DOODI VENKATAPUR,381,223,
NALGONDA,RAJAPET,JALA,282,190,
NALGONDA,RAJAPET,KALAPALLE,191,97,1.0
NALGONDA,RAJAPET,KURRARAM,308,178,
NALGONDA,RAJAPET,NARSAPUR,223,159,4.0
NALGONDA,RAJAPET,NEMLA,660,363,3.0
NALGONDA,RAJAPET,PAMUKUNTA,614,366,1.0
NALGONDA,RAJAPET,PARU PALLI,329,162,1.0
NALGONDA,RAJAPET,PUTTAGUDEM,428,301,1.0
NALGONDA,RAJAPET,RAGHUNATHPUR,801,379,1.0
NALGONDA,RAJAPET,RAJAPET,807,420,8.0
NALGONDA,RAJAPET,RENIKUNTA,468,219,
NALGONDA,RAJAPET,SINGARAM,484,285,3.0
NALGONDA,RAJAPET,SOMARAM,453,233,1.0
NALGONDA,RAMANNAPETA,BOGARAM,343,178,
NALGONDA,RAMANNAPETA,DUBBAKA,459,242,1.0
NALGONDA,RAMANNAPETA,ISKILLA,343,204,
NALGONDA,RAMANNAPETA,JANAMA PALLE,456,294,1.0
NALGONDA,RAMANNAPETA,KAKKIRENI,622,403,
NALGONDA,RAMANNAPETA,KUNKUDU PAMULA,188,155,
NALGONDA,RAMANNAPETA,LAXMA PURAM,435,251,1.0
NALGONDA,RAMANNAPETA,MUNI PANPULA,584,318,1.0
NALGONDA,RAMANNAPETA,NEERNEMULA,413,222,
NALGONDA,RAMANNAPETA,NIDHANAPALLE,243,147,2.0
NALGONDA,RAMANNAPETA,PALLIWADA,460,263,
NALGONDA,RAMANNAPETA,RAMANNAPET,1619,841,1.0
NALGONDA,RAMANNAPETA,SARNENI GUDEM,356,270,
NALGONDA,RAMANNAPETA,SHOBANADRIPURAM,409,281,1.0
NALGONDA,RAMANNAPETA,SIRIPURAM,828,409,2.0
NALGONDA,RAMANNAPETA,SURARAM,557,402,2.0
NALGONDA,RAMANNAPETA,THUMMALAGUDA,1160,624,2.0
NALGONDA,RAMANNAPETA,UTHATOOR,281,167,
NALGONDA,RAMANNAPETA,YELLANKI,884,493,3.0
NALGONDA,RAMANNAPETA,YENNARAM,482,355,1.0
NALGONDA,SALI GOURARAM,ADLUR,632,354,2.0
NALGONDA,SALI GOURARAM,AKARAM,787,478,
NALGONDA,SALI GOURARAM,AMBARIPETA,465,313,3.0
NALGONDA,SALI GOURARAM,BAIRONI BANDA,402,297,1.0
NALGONDA,SALI GOURARAM,CHITTALUR,804,481,4.0
NALGONDA,SALI GOURARAM,GURIJALA,500,279,
NALGONDA,SALI GOURARAM,ITUKULA PAHAD,631,325,1.0
NALGONDA,SALI GOURARAM,MADARAM KALAN,693,369,6.0
NALGONDA,SALI GOURARAM,MANIMADDE,364,214,1.0
NALGONDA,SALI GOURARAM,NULAGADDA KOTHAPALLI,407,284,3.0
NALGONDA,SALI GOURARAM,PERKA KONDARAM,685,361,
NALGONDA,SALI GOURARAM,RAMANUJAPURAM,218,149,
NALGONDA,SALI GOURARAM,SALIGOURARAM,1327,785,6.0
NALGONDA,SALI GOURARAM,THAKKELLAPAHAD,324,197,
NALGONDA,SALI GOURARAM,TUDIMIDI,190,131,
NALGONDA,SALI GOURARAM,UPPALANCHA,180,121,
NALGONDA,SALI GOURARAM,UTUKUR,673,413,
NALGONDA,SALI GOURARAM,VALLALA,785,453,2.0
NALGONDA,SALI GOURARAM,VANGAMARTHI,529,309,2.0
NALGONDA,SURYAPET,BALEMLA,1185,734,2.0
NALGONDA,SURYAPET,DASAIGUDEM,554,316,2.0
NALGONDA,SURYAPET,GANDHINAGAR,623,367,
NALGONDA,SURYAPET,IMAMPET,686,421,2.0
NALGONDA,SURYAPET,KASARABAD,693,445,1.0
NALGONDA,SURYAPET,KESARAM,854,559,5.0
NALGONDA,SURYAPET,KONKATHIMMANI ANNARAM,409,202,3.0
NALGONDA,SURYAPET,PILLALA MARRI,896,551,1.0
NALGONDA,SURYAPET,PINNAI PALEM,452,267,
NALGONDA,SURYAPET,RAMACHANDRA PURAM,460,255,
NALGONDA,SURYAPET,RAMANNAGUDA,120,71,
NALGONDA,SURYAPET,RAMAVARAM,518,295,
NALGONDA,SURYAPET,RAYANIGUDEM,480,235,
NALGONDA,SURYAPET,SOLIPET,273,149,1.0
NALGONDA,SURYAPET,TEKUMATLA,891,484,1.0
NALGONDA,SURYAPET,THALLA KHAMMAMPADU,588,407,2.0
NALGONDA,SURYAPET,YENDLA PALLE,919,461,4.0
NALGONDA,SURYAPET,YERKARAM,1027,639,
NALGONDA,THIPPARTHI,A.DUPPALA PALLE,354,218,1.0
NALGONDA,THIPPARTHI,CHERUVU PALLE,391,190,
NALGONDA,THIPPARTHI,CHINA SURARAM,292,163,
NALGONDA,THIPPARTHI,DACHARAM,254,184,1.0
NALGONDA,THIPPARTHI,GADDIKONDARAM,176,124,
NALGONDA,THIPPARTHI,GODARIGUDEM,257,179,2.0
NALGONDA,THIPPARTHI,INDLOOR,597,427,
NALGONDA,THIPPARTHI,INDUGULA,494,319,1.0
NALGONDA,THIPPARTHI,JANGAMREDDI GUDEM,513,318,3.0
NALGONDA,THIPPARTHI,KANKANALA PALLE,121,75,1.0
NALGONDA,THIPPARTHI,KOTHAGUDEM,120,70,
NALGONDA,THIPPARTHI,MADUGULA PALLE,536,275,2.0
NALGONDA,THIPPARTHI,MAMIDALA,763,497,4.0
NALGONDA,THIPPARTHI,PAJJUR,505,306,
NALGONDA,THIPPARTHI,RAJUPETA,883,575,4.0
NALGONDA,THIPPARTHI,SARVARAM,471,330,
NALGONDA,THIPPARTHI,SURARAM,454,274,
NALGONDA,THIPPARTHI,THANEDAR PALLE ,521,280,
NALGONDA,THIPPARTHI,THIPPARTHI,1196,666,5.0
NALGONDA,THIPPARTHI,YELLAMMAGUDEM,186,108,2.0
NALGONDA,THIPPARTHI,YERRAGADDALAGUDEM,395,249,2.0
NALGONDA,THIRUMALGIRI,ANANTHARAM,328,212,
NALGONDA,THIRUMALGIRI,BANDLA PALLE,266,179,1.0
NALGONDA,THIRUMALGIRI,ETOOR,890,550,2.0
NALGONDA,THIRUMALGIRI,GUNDEPURI,749,496,2.0
NALGONDA,THIRUMALGIRI,JALAL PURAM,758,526,7.0
NALGONDA,THIRUMALGIRI,MALI PURAM,573,311,3.0
NALGONDA,THIRUMALGIRI,MAMIDI PALLE,425,290,1.0
NALGONDA,THIRUMALGIRI,MAMIDIYALA,559,381,1.0
NALGONDA,THIRUMALGIRI,NANDAPURAM,366,254,
NALGONDA,THIRUMALGIRI,PHANIGIRI,1007,572,
NALGONDA,THIRUMALGIRI,THATI PAMULA,929,622,
NALGONDA,THIRUMALGIRI,THIRUMALAGIRI,2297,1287,2.0
NALGONDA,THIRUMALGIRI,THONDA,992,667,5.0
NALGONDA,THIRUMALGIRI,VELCHALA,1009,646,5.0
NALGONDA,THRIPURARAM, NEELAIAHGUDEM,482,215,
NALGONDA,THRIPURARAM,ABHANGA PURAM,225,168,1.0
NALGONDA,THRIPURARAM,ANJANA PALLE,505,243,2.0
NALGONDA,THRIPURARAM,ANNARAM,214,143,1.0
NALGONDA,THRIPURARAM,APPALAMMAGUDA,626,387,
NALGONDA,THRIPURARAM,BABASAHEBPET,346,200,
NALGONDA,THRIPURARAM,BEJJIKAL,265,114,1.0
NALGONDA,THRIPURARAM,BORRAI PALEM,406,237,
NALGONDA,THRIPURARAM,BRUNDAVANPUR,12,4,
NALGONDA,THRIPURARAM,CHENNAIPALEM,433,212,2.0
NALGONDA,THRIPURARAM,DONKATHANDA,574,369,
NALGONDA,THRIPURARAM,DUGGE PALLE,360,212,
NALGONDA,THRIPURARAM,GAJALAPUR,275,173,1.0
NALGONDA,THRIPURARAM,KAMPA SAGAR,340,205,
NALGONDA,THRIPURARAM,KAMPALA PALLE,213,128,
NALGONDA,THRIPURARAM,KONTHALA PALLE,479,267,
NALGONDA,THRIPURARAM,MARRIGUDA,170,88,3.0
NALGONDA,THRIPURARAM,MATUR,865,506,4.0
NALGONDA,THRIPURARAM,PALUGU THANDA,581,369,1.0
NALGONDA,THRIPURARAM,PEDDA DEVULA PALLE,982,580,5.0
NALGONDA,THRIPURARAM,POOSALA PAHAD,189,135,
NALGONDA,THRIPURARAM,RAGADAPA,418,295,
NALGONDA,THRIPURARAM,SATYANARAYANAPURAM,242,153,1.0
NALGONDA,THRIPURARAM,THRIPURARAM,1148,653,2.0
NALGONDA,THUNGATHURTHI,ANNARAM,1039,650,3.0
NALGONDA,THUNGATHURTHI,BANDARAMARAM,645,415,4.0
NALGONDA,THUNGATHURTHI,GANUGUBANDA,422,282,1.0
NALGONDA,THUNGATHURTHI,GOTTIPARTHY,1054,639,7.0
NALGONDA,THUNGATHURTHI,GUMMADAVALLY,565,338,2.0
NALGONDA,THUNGATHURTHI,KARIVIRALA,740,482,1.0
NALGONDA,THUNGATHURTHI,KUKKADAM,737,482,
NALGONDA,THUNGATHURTHI,MANAPUR,423,304,1.0
NALGONDA,THUNGATHURTHI,PASNUR,916,626,4.0
NALGONDA,THUNGATHURTHI,PASTHALA,706,488,5.0
NALGONDA,THUNGATHURTHI,RAMACHANDRAPUR,144,84,
NALGONDA,THUNGATHURTHI,RAVULA PALLE,677,483,2.0
NALGONDA,THUNGATHURTHI,REDDIGUDA,404,257,1.0
NALGONDA,THUNGATHURTHI,SANGEM,688,483,
NALGONDA,THUNGATHURTHI,THUNGATHURTHI,1376,810,5.0
NALGONDA,THUNGATHURTHI,THURUPUGUDA,454,283,4.0
NALGONDA,THUNGATHURTHI,VELUG PALLE,1085,702,4.0
NALGONDA,THUNGATHURTHI,VEMPATI,1395,898,3.0
NALGONDA,VALIGONDA,ARRUR,904,512,
NALGONDA,VALIGONDA,CHITTAPUR,232,167,2.0
NALGONDA,VALIGONDA,EDULLAGUDEM,306,177,1.0
NALGONDA,VALIGONDA,GOKARAM,641,424,4.0
NALGONDA,VALIGONDA,GOLLE PALLE,457,319,
NALGONDA,VALIGONDA,GOPARAJPALLE,214,126,1.0
NALGONDA,VALIGONDA,GURNATH PALLY,152,79,
NALGONDA,VALIGONDA,KANCHAN PALLE,233,161,
NALGONDA,VALIGONDA,KERCHUPALLY,184,118,1.0
NALGONDA,VALIGONDA,LINGARAJAPALLY,221,112,
NALGONDA,VALIGONDA,LOTHU KUNTA,187,125,
NALGONDA,VALIGONDA,M.TURKAPALLY,322,200,1.0
NALGONDA,VALIGONDA,MAMDAPUR,123,73,
NALGONDA,VALIGONDA,MOGILIPAKA,274,200,2.0
NALGONDA,VALIGONDA,NAGARAM,347,193,2.0
NALGONDA,VALIGONDA,NATHALLAGUDEM,261,137,
NALGONDA,VALIGONDA,NEMILI KALAWA,95,48,
NALGONDA,VALIGONDA,PAHILWANPUR,380,203,1.0
NALGONDA,VALIGONDA,PODDATUR,266,159,
NALGONDA,VALIGONDA,PULIGILLA,754,436,3.0
NALGONDA,VALIGONDA,REDLA REPAKA,536,325,1.0
NALGONDA,VALIGONDA,SANGAM,600,407,1.0
NALGONDA,VALIGONDA,SUNKI SHALA,229,140,
NALGONDA,VALIGONDA,TEKULA SOMARAM,299,162,2.0
NALGONDA,VALIGONDA,VALIGONDA,1182,683,5.0
NALGONDA,VALIGONDA,VELVERTHY,699,400,2.0
NALGONDA,VALIGONDA,VEMALKONDA,460,286,3.0
NALGONDA,VALIGONDA,VENKATAPUR,293,205,
NALGONDA,VALIGONDA,VERKAT PALLE,298,162,
NALGONDA,VEMULAPALLE,AGAMOTHKUR,439,308,
NALGONDA,VEMULAPALLE,AMANGAL,983,619,1.0
NALGONDA,VEMULAPALLE,ANNAPAREDDIGUDA,172,90,
NALGONDA,VEMULAPALLE,BHEEMAN PALLE,283,168,
NALGONDA,VEMULAPALLE,BOMMAKAL,273,196,1.0
NALGONDA,VEMULAPALLE,CHIRUMARTHY,334,181,
NALGONDA,VEMULAPALLE,GURRAPPAGUDEM,267,179,
NALGONDA,VEMULAPALLE,KALVALAPALEM,214,138,1.0
NALGONDA,VEMULAPALLE,KAMEPALLE,211,108,
NALGONDA,VEMULAPALLE,KUKKADAM,660,363,2.0
NALGONDA,VEMULAPALLE,MOLKA PATNAM,427,304,
NALGONDA,VEMULAPALLE,PAMULAPAHAD,633,368,2.0
NALGONDA,VEMULAPALLE,POREDDIGUDEM,151,75,
NALGONDA,VEMULAPALLE,RAVULA PENTA,851,495,2.0
NALGONDA,VEMULAPALLE,SALKUNOOR,601,380,2.0
NALGONDA,VEMULAPALLE,SETTIPALEM,844,470,4.0
NALGONDA,VEMULAPALLE,THIMMAREDDIGUDA,174,114,2.0
NALGONDA,VEMULAPALLE,THOPUCHERLA,872,524,2.0
NALGONDA,VEMULAPALLE,VEMULA PALLE,1013,605,4.0
NALGONDA,YADAGIRIGUTTA,BABUPET,270,164,2.0
NALGONDA,YADAGIRIGUTTA,CHINNAKANDUKUR,415,258,1.0
NALGONDA,YADAGIRIGUTTA,CHOLLER,434,259,1.0
NALGONDA,YADAGIRIGUTTA,DATHAR PALLE,502,347,
NALGONDA,YADAGIRIGUTTA,GOWRAIPALLE,574,297,2.0
NALGONDA,YADAGIRIGUTTA,JANGAM PALLE,164,101,
NALGONDA,YADAGIRIGUTTA,KACHARAM,497,316,
NALGONDA,YADAGIRIGUTTA,MAHABUBPET,163,119,2.0
NALGONDA,YADAGIRIGUTTA,MALLAPUR,761,492,1.0
NALGONDA,YADAGIRIGUTTA,MASAIPET,526,300,1.0
NALGONDA,YADAGIRIGUTTA,MOOTA KONDUR,985,574,3.0
NALGONDA,YADAGIRIGUTTA,PEDDA KANDUKUR,304,161,1.0
NALGONDA,YADAGIRIGUTTA,RALLAJANGAM,244,165,1.0
NALGONDA,YADAGIRIGUTTA,RAMOJIPET,196,107,
NALGONDA,YADAGIRIGUTTA,SADU VELLE,407,185,1.0
NALGONDA,YADAGIRIGUTTA,SAIDAPUR,243,140,1.0
NALGONDA,YADAGIRIGUTTA,THALLA GUDEM,78,27,
NALGONDA,YADAGIRIGUTTA,VANGA PALLY,488,278,
NALGONDA,YADAGIRIGUTTA,VARTOOR,326,186,4.0
NALGONDA,YADAGIRIGUTTA,YADAGIRI GUTTA,2478,1297,9.0
